Food code;Main food description;WWEIA Category number;WWEIA Category description;Energy;Protein;Carbohydrate;Total Fat;Calcium;Iron
53610200;Coffee cake, crumb or quick-bread type, cheese-filled;5506;Doughnuts, sweet rolls, pastries;365;6,8;45,07;17,55;150;1,93
53710400;Cereal or granola bar (General Mills Fiber One Chewy Bar);5402;Cereal bars;389;5;69,82;10;250;0,9
53710500;Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar);5402;Cereal bars;365;4,22;67,61;8,67;576;6,14
53710502;Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar);5402;Cereal bars;365;4,22;67,61;8,67;576;6,14
53710504;Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar);5402;Cereal bars;403;9,38;66,72;10,93;65;5,65
53710600;Milk 'n Cereal bar;5402;Cereal bars;413;6,47;72,05;10,98;410;5,99
53710700;Cereal or granola bar (Kellogg's Special K bar);5402;Cereal bars;409;9,09;72,73;9,09;31;2,56
53710800;Cereal or granola bar (Kashi Chewy);5404;Nutrition bars;390;16,67;63,42;7,69;103;1,62
53710802;Cereal or granola bar (Kashi Crunchy);5404;Nutrition bars;429;18,57;53,26;15,71;0;3,39
53710810;Cereal or granola bar (KIND Fruit and Nut Bar);5402;Cereal bars;502;13,89;43,74;32,28;109;3,09
53710900;Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix);5402;Cereal bars;415;5,71;72,27;11,43;116;8,71
53710902;Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar);5402;Cereal bars;423;5,71;74,29;11,43;286;1,03
53710904;Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar);5402;Cereal bars;487;9,14;61,14;22,86;57;1,44
53710906;Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar);5402;Cereal bars;471;10,1;64,4;19,8;61;2,95
53711000;Cereal or granola bar (Quaker Chewy Granola Bar);5402;Cereal bars;418;5,65;70,2;16,57;41;2,19
53711002;Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar);5402;Cereal bars;408;4,17;79,17;8,33;333;1,5
53711004;Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar);5402;Cereal bars;412;5,55;69,4;12,5;417;2,03
53711006;Cereal or granola bar (Quaker Chewy Dipps Granola Bar);5402;Cereal bars;480;7,52;64,96;20,42;65;1,16
53711100;Cereal or granola bar (Quaker Granola Bites);5402;Cereal bars;451;7,17;66,27;17,5;41;1,56
53712000;Snack bar, oatmeal;5402;Cereal bars;389;6,67;75,47;6,67;333;6
53712100;Cereal or Granola bar, NFS;5402;Cereal bars;471;10,1;64,4;19,8;61;2,95
53712200;Cereal or granola bar, lowfat, NFS;5402;Cereal bars;408;4,17;79,17;8,33;333;1,5
53712210;Cereal or granola bar, nonfat;5402;Cereal bars;342;5,9;77,6;0,9;3;4
53713000;Cereal or granola bar, reduced sugar, NFS;5402;Cereal bars;412;5,55;69,4;12,5;417;2,03
53713010;Cereal or granola bar, fruit and nut;5402;Cereal bars;502;13,89;43,74;32,28;109;3,09
53713100;Cereal or granola bar, peanuts , oats, sugar, wheat germ;5402;Cereal bars;471;10,1;64,4;19,8;61;2,95
53714200;Cereal or granola bar, chocolate coated, NFS;5402;Cereal bars;480;7,52;64,96;20,42;65;1,16
53714210;Cereal or granola bar, with coconut, chocolate coated;5402;Cereal bars;531;5,2;55,2;32,2;42;1,75
53714220;Cereal or granola bar with nuts, chocolate coated;5402;Cereal bars;536;9,6;54,1;31,2;108;1,45
53714230;Cereal or granola bar, oats, nuts, coated with non-chocolate coating;5402;Cereal bars;455;8,6;60,13;20;136;1,49
53714250;Cereal or granola bar, coated with non-chocolate coating;5402;Cereal bars;508;10,2;53,4;31,1;108;1,45
53714300;Cereal or granola bar, high fiber, coated with non-chocolate yogurt coating;5402;Cereal bars;389;5;69,82;10;250;0,9
53714400;Cereal or granola bar, with rice cereal;5402;Cereal bars;417;3,4;80,5;9;3;2,2
53714500;Breakfast bar, NFS;5402;Cereal bars;376;4,4;72,8;7,5;41;4,86
53714510;Breakfast bar, date, with yogurt coating;5402;Cereal bars;348;3,7;70,9;7,3;64;2,9
53714520;Breakfast bar, cereal crust with fruit filling, lowfat;5402;Cereal bars;376;4,4;72,8;7,5;41;4,86
53720100;Nutrition bar (Balance Original Bar);5404;Nutrition bars;415;28;48,73;12;543;10,9
53720200;Nutrition bar (Clif Bar);5404;Nutrition bars;346;14,71;65,44;5,88;368;6,62
53720210;Nutrition bar (Clif Kids Organic Zbar);5404;Nutrition bars;416;5,55;74,72;9,72;444;2,7
53720300;Nutrition bar (PowerBar);5404;Nutrition bars;363;14,15;69,63;3,11;504;11,7
53720400;Nutrition bar (Slim Fast Original Meal Bar);5404;Nutrition bars;386;16,19;60,21;8,92;668;4,98
53720500;Nutrition bar (Snickers Marathon Protein Bar);5404;Nutrition bars;415;25;50,5;12,5;625;10,13
53720600;Nutrition bar (South Beach Living Meal Bar);5404;Nutrition bars;386;16,19;60,21;8,92;668;4,98
53720610;Nutrition bar (South Beach Living High Protein Bar);5404;Nutrition bars;412;30,34;38,4;15,17;322;5,4
53720700;Nutrition bar (Tiger's Milk);5404;Nutrition bars;387;16,8;56,46;14,29;429;10,28
53720800;Nutrition bar (Zone Perfect Classic Crunch);5404;Nutrition bars;426;30;45;14;200;3,6
53729000;Nutrition bar or meal replacement bar, NFS;5404;Nutrition bars;386;22,36;55,22;9,94;284;5,11
53800000;Baby Toddler snack, NFS;9012;Baby food: snacks and sweets;359;7,34;83,4;3,29;518;20,42
53801000;Baby Toddler bar;9012;Baby food: snacks and sweets;344;5,43;68,63;5,3;1053;13,16
53803100;Baby Toddler cookie;9012;Baby food: snacks and sweets;420;9,88;69,79;11,24;690;11,52
53803300;Baby Toddler biscuit;9012;Baby food: snacks and sweets;395;11,37;80,53;2,97;320;4,72
54001000;Crackers, NFS;5202;Crackers, excludes saltines;510;6,64;61,3;26,43;120;4,03
54102010;Graham crackers;5504;Cookies and brownies;430;6,69;77,66;10,6;77;3,78
54102015;Graham crackers (Teddy Grahams);5504;Cookies and brownies;430;6,69;77,66;10,6;77;3,78
54102020;Graham crackers, chocolate covered;5504;Cookies and brownies;500;4;66,78;25,8;46;2
54102050;Crackers, oatmeal;5202;Crackers, excludes saltines;455;7,3;70,73;16,4;92;2,64
54102060;Crackers, Cuban;5504;Cookies and brownies;430;5,6;73,8;12,8;74;6,43
54102100;Graham crackers, reduced fat;5504;Cookies and brownies;386;5,71;77,96;5,71;429;3,09
54102200;Graham crackers, sandwich, with filling;5504;Cookies and brownies;483;4,5;72,1;20;27;2,21
54103000;Crackers, breakfast biscuit;5202;Crackers, excludes saltines;427;7,12;70,99;15,07;46;3,94
54200100;Crackers, butter, reduced sodium;5202;Crackers, excludes saltines;443;8,8;68,6;17,2;50;3,08
54201010;Crackers, matzo, reduced sodium;5202;Crackers, excludes saltines;395;10;83,7;1,4;13;3,16
54202020;Crackers, saltine, reduced sodium;5204;Saltine crackers;416;9,39;73,48;8,75;118;5,07
54204020;Crackers, wheat, reduced sodium;5202;Crackers, excludes saltines;443;8,8;68,6;17,2;50;3,08
54204030;Crackers, woven wheat, reduced sodium;5202;Crackers, excludes saltines;443;8,8;68,6;17,2;50;3,08
54301010;Crackers, butter, plain;5202;Crackers, excludes saltines;510;6,64;61,3;26,43;120;4,03
54301020;Crackers, butter, flavored;5202;Crackers, excludes saltines;510;6,64;61,3;26,43;120;4,03
54301030;Crackers, butter (Ritz);5202;Crackers, excludes saltines;510;6,64;61,3;26,43;120;4,03
54301100;Crackers, butter, reduced fat;5202;Crackers, excludes saltines;444;9,34;71,52;13,37;80;5,02
54304000;Crackers, cheese;5202;Crackers, excludes saltines;489;10,93;59,42;22,74;136;4,88
54304005;Crackers, cheese (Cheez-It);5202;Crackers, excludes saltines;489;10,93;59,42;22,74;136;4,88
54304020;Crackers, cheese (Goldfish);5202;Crackers, excludes saltines;489;10,93;59,42;22,74;136;4,88
54304100;Crackers, cheese, reduced fat;5202;Crackers, excludes saltines;418;10;68,19;11,67;67;4,8
54304110;Crackers, cheese, reduced sodium;5202;Crackers, excludes saltines;503;10,1;58,2;25,3;151;4,77
54304150;Crackers, cheese, whole grain;5202;Crackers, excludes saltines;412;9,62;57,29;16,03;128;3,46
54305010;Crackers, crispbread;5202;Crackers, excludes saltines;366;7,9;82,2;1,3;31;2,43
54305020;Crackers, flatbread;5202;Crackers, excludes saltines;412;9,85;75,23;8,25;24;3,51
54307000;Crackers, matzo;5202;Crackers, excludes saltines;395;10;83,7;1,4;13;3,16
54308000;Crackers, milk;5202;Crackers, excludes saltines;446;7,6;71,73;13,77;172;3,58
54313000;Crackers, oyster;5204;Saltine crackers;418;9,46;74,05;8,64;19;5,57
54318000;Chips, rice;5004;Tortilla, corn, other chips;384;8,2;81,5;2,8;11;1,49
54318500;Rice cake;5202;Crackers, excludes saltines;392;7,1;81,1;4,3;11;1,49
54319000;Crackers, rice;5202;Crackers, excludes saltines;416;10;82,64;5;0;0
54319005;Crackers, rice and nuts;5202;Crackers, excludes saltines;430;10,78;77,41;8,85;21;0,29
54319020;Popcorn cake;5202;Crackers, excludes saltines;384;9,7;80,1;3,1;9;1,87
54319500;Rice paper;5202;Crackers, excludes saltines;323;5,91;72,26;1,11;7;0,27
54325000;Crackers, saltine;5204;Saltine crackers;418;9,46;74,05;8,64;19;5,57
54325010;Crackers, saltine, reduced fat;5204;Saltine crackers;393;10,5;82,3;1,6;22;7,72
54325060;Crackers, saltine, multigrain;5204;Saltine crackers;398;7,14;68,25;10,71;0;5,14
54326000;Crackers, multigrain;5202;Crackers, excludes saltines;482;7,1;67,6;20,4;14;2,59
54328000;Crackers, sandwich;5202;Crackers, excludes saltines;494;11,47;58,38;24,54;81;2,77
54328100;Crackers, sandwich, peanut butter filled;5202;Crackers, excludes saltines;494;11,47;58,38;24,54;81;2,77
54328105;Crackers, sandwich, peanut butter filled (Ritz);5202;Crackers, excludes saltines;482;7,5;57,14;25;0;2,7
54328110;Crackers, sandwich, reduced fat, peanut butter filled;5202;Crackers, excludes saltines;437;8,33;63,49;16,67;0;3
54328120;Crackers, whole grain, sandwich, peanut butter filled;5202;Crackers, excludes saltines;465;14,12;54,59;21,18;33;3,07
54328200;Crackers, sandwich, cheese filled;5202;Crackers, excludes saltines;477;9,3;61,7;21,1;257;2,39
54328210;Crackers, sandwich, cheese filled (Ritz);5202;Crackers, excludes saltines;479;7,66;56,05;25,09;11;2,65
54336000;Crackers, water;5202;Crackers, excludes saltines;384;7,14;72,81;7,14;0;0
54336100;Crackers, wonton;5202;Crackers, excludes saltines;521;10,33;51,9;31,72;21;1,76
54337010;Crackers, woven wheat;5202;Crackers, excludes saltines;441;8,94;70,14;15,26;64;2,99
54337020;Crackers, woven wheat, plain (Triscuit);5202;Crackers, excludes saltines;441;8,94;70,14;15,26;64;2,99
54337030;Crackers, woven wheat, flavored (Triscuit);5202;Crackers, excludes saltines;441;8,94;70,14;15,26;64;2,99
54337060;Crackers, woven wheat, reduced fat;5202;Crackers, excludes saltines;416;11,34;75,52;7,59;39;3,56
54338000;Crackers, wheat;5202;Crackers, excludes saltines;441;8,94;70,14;15,26;64;2,99
54338010;Crackers, wheat, plain (Wheat Thins);5202;Crackers, excludes saltines;441;8,94;70,14;15,26;64;2,99
54338020;Crackers, wheat, flavored (Wheat Thins);5202;Crackers, excludes saltines;441;8,94;70,14;15,26;64;2,99
54338100;Crackers, wheat, reduced fat;5202;Crackers, excludes saltines;444;9,34;71,52;13,37;80;5,02
54340100;Crackers, gluten free, plain;5202;Crackers, excludes saltines;453;11,25;66,3;15,84;238;2,83
54340110;Crackers, gluten free, flavored;5202;Crackers, excludes saltines;453;11,25;66,3;15,84;238;2,83
54350000;Baby Toddler crackers;9012;Baby food: snacks and sweets;391;12,5;83,21;0,87;0;0
54350100;Baby Toddler puffs, fruit;9012;Baby food: snacks and sweets;344;6,19;85,79;2,3;535;24,74
54350200;Baby Toddler puffs, vegetable;9012;Baby food: snacks and sweets;344;6,19;85,79;2,3;535;24,74
54360000;Baby Toddler crunchies;9012;Baby food: snacks and sweets;462;3,2;69,14;19,24;342;14,45
54360100;Baby Toddler wheels;9012;Baby food: snacks and sweets;413;10;78,89;6,41;57;1,28
54401011;Corn nuts;5004;Tortilla, corn, other chips;446;8,5;71,86;15,64;9;1,67
54401021;Corn chips, plain;5004;Tortilla, corn, other chips;535;6,12;56,82;33,1;137;1,19
54401026;Corn chips, flavored;5004;Tortilla, corn, other chips;543;6,11;56,7;34,02;137;1,19
54401031;Corn chips, plain (Fritos);5004;Tortilla, corn, other chips;539;6,17;57,27;33,36;138;1,2
54401035;Corn chips, flavored (Fritos);5004;Tortilla, corn, other chips;536;6,14;56,98;33,19;138;1,19
54401055;Cheese flavored corn snacks;5004;Tortilla, corn, other chips;567;5,46;54,54;36,54;53;1,69
54401065;Cheese flavored corn snacks, reduced fat;5004;Tortilla, corn, other chips;432;8,5;72,35;12,1;357;1,28
54401075;Tortilla chips, plain;5004;Tortilla, corn, other chips;472;7,1;67,78;20,68;106;1,52
54401081;Cheese flavored corn snacks (Cheetos);5004;Tortilla, corn, other chips;567;5,46;54,54;36,54;53;1,69
54401085;Tortilla chips, flavored;5004;Tortilla, corn, other chips;519;7,36;60,81;27,42;137;1,16
54401090;Corn chips, reduced sodium;5004;Tortilla, corn, other chips;549;6,84;56,75;33,63;126;1,16
54401110;Tortilla chips, nacho cheese flavor (Doritos);5004;Tortilla, corn, other chips;519;7,36;60,81;27,42;137;1,16
54401111;Tortilla chips, cool ranch flavor (Doritos);5004;Tortilla, corn, other chips;470;7,06;67,44;20,58;106;1,51
54401112;Tortilla chips, other flavors (Doritos);5004;Tortilla, corn, other chips;519;7,36;60,81;27,42;137;1,16
54401121;Tortilla chips, reduced fat, plain;5004;Tortilla, corn, other chips;411;10,86;79,07;5,63;158;1,58
54401122;Tortilla chips, reduced fat, flavored;5004;Tortilla, corn, other chips;411;10,86;79,07;5,63;158;1,58
54401170;Tortilla chips, low fat, unsalted;5004;Tortilla, corn, other chips;416;11;80,1;5,7;159;1,6
54402080;Tortilla chips, reduced sodium;5004;Tortilla, corn, other chips;489;9,35;68,08;19,84;135;1,36
54402200;Snack mix;5008;Pretzels/snack mix;504;6,87;63,11;25,79;80;2,08
54402610;Potato chips, restructured, multigrain;5002;Potato chips;505;5,3;65,34;24,74;26;0,85
54402700;Pita chips;5202;Crackers, excludes saltines;457;11,79;68,26;15,2;17;4,59
54403001;Popcorn, NFS;5006;Popcorn;518;9,13;54,99;30,57;6;2,26
54403005;Popcorn, movie theater, with added butter;5006;Popcorn;656;4,96;31,65;58,78;8;1,55
54403006;Popcorn, movie theater, no butter added;5006;Popcorn;603;6,18;39,87;48,7;8;1,95
54403010;Popcorn, air-popped, no butter added;5006;Popcorn;385;12,89;77,47;4,52;7;3,18
54403040;Popcorn, air-popped, with added butter;5006;Popcorn;430;11,02;65,75;15,29;9;2,7
54403045;Popcorn, popped in oil, no butter added;5006;Popcorn;498;8,96;57,87;27,99;10;2,77
54403046;Popcorn, popped in oil, with added butter;5006;Popcorn;525;7,69;49,13;35,19;12;2,35
54403051;Popcorn, microwave, NFS;5006;Popcorn;518;9,13;54,99;30,57;6;2,26
54403052;Popcorn, microwave, plain;5006;Popcorn;518;9,13;54,99;30,57;6;2,26
54403053;Popcorn, microwave, plain, light;5006;Popcorn;409;11,92;71,68;10,07;7;2,94
54403054;Popcorn, microwave, low sodium;5006;Popcorn;496;8,93;57,64;27,88;10;2,76
54403056;Popcorn, microwave, butter flavored;5006;Popcorn;518;9,13;54,99;30,57;6;2,26
54403057;Popcorn, microwave, flavored, light;5006;Popcorn;406;11,84;71,18;10;8;2,92
54403058;Popcorn, microwave, cheese flavored;5006;Popcorn;516;9,1;54,77;30,44;6;2,25
54403059;Popcorn, microwave, kettle;5006;Popcorn;504;9,35;58,01;27,5;6;2,31
54403080;Popcorn, ready-to-eat, NFS;5006;Popcorn;530;8,88;53,38;32,53;6;2,19
54403081;Popcorn, ready-to-eat, plain;5006;Popcorn;482;10,19;61,24;23,26;6;2,51
54403082;Popcorn, ready-to-eat, plain, light;5006;Popcorn;437;11,33;68,08;14,92;7;2,79
54403083;Popcorn, ready-to-eat, low sodium;5006;Popcorn;486;10,27;61,73;23,44;6;2,53
54403085;Popcorn, ready-to-eat, butter flavored;5006;Popcorn;530;8,88;53,38;32,53;6;2,19
54403087;Popcorn, ready-to-eat, cheese flavored;5006;Popcorn;526;9,3;51,6;33,2;113;2,24
54403088;Popcorn, ready-to-eat, flavored, light;5006;Popcorn;435;11,28;67,78;14,85;7;2,78
54403089;Popcorn, ready-to-eat, kettle;5006;Popcorn;531;5,48;61,01;30,22;4;1,36
54403110;Popcorn, caramel coated;5006;Popcorn;428;3,77;78,47;12,7;43;1,73
54403120;Popcorn, caramel coated, with nuts;5006;Popcorn;397;6,35;80,06;7,74;66;3,88
54403160;Popcorn, chocolate coated;5006;Popcorn;407;5,34;76,37;12,79;51;2,93
54404000;Popcorn chips, plain;5004;Tortilla, corn, other chips;438;10,19;74,18;11,19;148;1,48
54404010;Popcorn chips, other flavors;5004;Tortilla, corn, other chips;438;10,19;74,18;11,19;148;1,48
54404020;Popcorn chips, sweet flavors;5004;Tortilla, corn, other chips;455;8,75;74,59;13,51;127;1,28
54406010;Onion flavored rings;5004;Tortilla, corn, other chips;499;7,7;65,1;22,6;29;3,72
54406200;Shrimp chips;5004;Tortilla, corn, other chips;426;7,14;59,09;17,86;20;1,91
54408000;Pretzels, NFS;5008;Pretzels/snack mix;384;10,04;80,39;2,93;27;4,58
54408015;Pretzels, hard, NFS;5008;Pretzels/snack mix;384;10,04;80,39;2,93;27;4,58
54408016;Pretzels, hard, plain, salted;5008;Pretzels/snack mix;384;10,04;80,39;2,93;27;4,58
54408017;Pretzels, hard, plain, lightly salted;5008;Pretzels/snack mix;382;9,57;79,8;3,22;32;4,45
54408030;Pretzels, hard, plain, unsalted;5008;Pretzels/snack mix;381;9,1;79,2;3,5;36;4,32
54408035;Pretzels, hard, flavored;5008;Pretzels/snack mix;388;9,92;79,44;3,88;27;4,53
54408070;Pretzels, hard, multigrain;5008;Pretzels/snack mix;381;10,15;80,08;2,96;28;4,7
54408081;Pretzels, hard, plain, gluten free;5008;Pretzels/snack mix;389;3,52;78,62;6,67;0;0,46
54408082;Pretzels, hard, flavored, gluten free;5008;Pretzels/snack mix;393;3,48;77,69;7,58;0;0,46
54408105;Pretzel chips, hard, plain;5008;Pretzels/snack mix;375;9,8;78,43;2,86;28;4,47
54408110;Pretzel chips, hard, flavored;5008;Pretzels/snack mix;370;9,68;77,52;2,82;28;4,42
54408115;Pretzel chips, hard, gluten free;5008;Pretzels/snack mix;380;3,43;76,7;6,51;1;0,45
54408190;Pretzels, hard, coated, NFS;5008;Pretzels/snack mix;467;7,05;70,07;17,64;141;2,54
54408200;Pretzels, hard, chocolate coated;5008;Pretzels/snack mix;467;7,05;70,07;17,64;141;2,54
54408210;Pretzels, hard, white chocolate coated;5008;Pretzels/snack mix;445;5,94;74,7;14,19;94;1,82
54408250;Pretzels, hard, yogurt coated;5008;Pretzels/snack mix;438;5,94;76,56;12,17;96;1,78
54408260;Pretzels, hard, coated, gluten free;5008;Pretzels/snack mix;451;3,76;75,06;15,57;80;0,29
54408290;Pretzels, hard, filled, NFS;5008;Pretzels/snack mix;463;9,85;66,5;16,92;197;0,92
54408300;Pretzels, hard, cheese filled;5008;Pretzels/snack mix;463;9,85;66,5;16,92;197;0,92
54408310;Pretzels, hard, peanut butter filled;5008;Pretzels/snack mix;454;14,04;60,79;19;34;3,62
54408400;Pretzels, soft, NFS;5008;Pretzels/snack mix;345;8,01;69,38;4;23;3,83
54408405;Pretzels, soft, ready-to-eat, NFS;5008;Pretzels/snack mix;345;8,01;69,38;4;23;3,83
54408410;Pretzels, soft, ready-to-eat, salted, buttered;5008;Pretzels/snack mix;345;8,01;69,38;4;23;3,83
54408411;Pretzels, soft, ready-to-eat, unsalted, buttered;5008;Pretzels/snack mix;350;8,12;70,34;4,05;23;3,88
54408415;Pretzels, soft, ready-to-eat, salted, no butter;5008;Pretzels/snack mix;340;8,09;70,06;3,06;23;3,87
54408416;Pretzels, soft, ready-to-eat, unsalted, no butter;5008;Pretzels/snack mix;345;8,2;71,04;3,1;23;3,92
54408420;Pretzels, soft, ready-to-eat, cinnamon sugar coated;5008;Pretzels/snack mix;374;6,22;73,99;6,14;32;3,08
54408422;Pretzels, soft, ready-to-eat, coated or flavored;5008;Pretzels/snack mix;365;7,89;66,02;7,75;31;3,64
54408430;Pretzels, soft, ready-to-eat, topped with meat;5008;Pretzels/snack mix;349;11,48;53,36;9,93;96;3,12
54408432;Pretzels, soft, ready-to-eat, topped with cheese;5008;Pretzels/snack mix;339;10,22;62,35;5,36;110;3,44
54408450;Pretzels, soft, from frozen, NFS;5008;Pretzels/snack mix;345;8,01;69,38;4;23;3,83
54408455;Pretzels, soft, from frozen, salted;5008;Pretzels/snack mix;340;8,09;70,06;3,06;23;3,87
54408456;Pretzels, soft, from frozen, unsalted;5008;Pretzels/snack mix;345;8,2;71,04;3,1;23;3,92
54408460;Pretzels, soft, from frozen, cinnamon sugar coated;5008;Pretzels/snack mix;374;6,22;73,99;6,14;32;3,08
54408462;Pretzels, soft, from frozen, coated or flavored;5008;Pretzels/snack mix;365;7,89;66,02;7,75;31;3,64
54408465;Pretzels, soft, from frozen, topped with meat;5008;Pretzels/snack mix;349;11,48;53,36;9,93;96;3,12
54408466;Pretzels, soft, from frozen, topped with cheese;5008;Pretzels/snack mix;339;10,22;62,35;5,36;110;3,44
54408470;Pretzels, soft, filled with cheese;5008;Pretzels/snack mix;339;10,22;62,35;5,36;110;3,44
54408475;Pretzels, soft, from school lunch;5008;Pretzels/snack mix;339;8,55;70,73;3,16;25;4,24
54408480;Pretzels, soft, multigrain;5008;Pretzels/snack mix;337;8,49;70,26;3,13;26;4,21
54408485;Pretzels, soft, gluten free;5008;Pretzels/snack mix;297;4,03;57,27;5,74;90;1,87
54408486;Pretzels, soft, gluten free, cinnamon sugar coated;5008;Pretzels/snack mix;339;3,1;63,75;8,14;83;1,54
54408487;Pretzels, soft, gluten free, coated or flavored;5008;Pretzels/snack mix;326;4,1;54,15;10,37;93;1,77
54420210;Multigrain chips (Sun Chips);5004;Tortilla, corn, other chips;491;7,95;67,26;21,11;20;1,74
54420220;Snack mix, plain (Chex Mix);5008;Pretzels/snack mix;417;8,74;72,2;10,34;121;4,88
54440010;Bagel chips;5202;Crackers, excludes saltines;451;12,34;66,36;15,14;24;5,05
54440020;Cracker chips;5004;Tortilla, corn, other chips;491;7,95;67,26;21,11;20;1,74
55100005;Pancakes, NFS;4404;Pancakes, waffles, French toast;282;7,41;35,32;12,07;206;1,45
55100010;Pancakes, plain, frozen;4404;Pancakes, waffles, French toast;233;5,23;37,75;6,83;78;5,67
55100020;Pancakes, fruit, frozen;4404;Pancakes, waffles, French toast;224;4,99;36,47;6,52;74;5,4
55100025;Pancakes, chocolate, frozen;4404;Pancakes, waffles, French toast;248;5,35;38,83;7,97;84;5,5
55100030;Pancakes, whole grain, frozen;4404;Pancakes, waffles, French toast;232;5,54;38,55;6,75;78;5,82
55100050;Pancakes, plain, fast food / restaurant;4404;Pancakes, waffles, French toast;307;7,16;34,14;15,48;199;1,41
55100055;Pancakes, fruit, fast food / restaurant;4404;Pancakes, waffles, French toast;253;5,71;29,82;12,28;158;1,15
55100060;Pancakes, chocolate, fast food / restaurant;4404;Pancakes, waffles, French toast;360;7,46;40,02;18,68;203;1,63
55100065;Pancakes, whole grain, fast food / restaurant;4404;Pancakes, waffles, French toast;299;7,59;31,76;15,8;133;3,05
55100080;Pancakes, school;4404;Pancakes, waffles, French toast;231;6,26;40,43;6,57;78;6,16
55101000;Pancakes, plain;4404;Pancakes, waffles, French toast;282;7,41;35,32;12,07;206;1,45
55101015;Pancakes, plain, reduced fat;4404;Pancakes, waffles, French toast;264;7,57;36,1;9,74;211;1,48
55103000;Pancakes, fruit;4404;Pancakes, waffles, French toast;232;5,86;30,63;9,54;162;1,18
55103020;Pancakes, pumpkin;4404;Pancakes, waffles, French toast;241;6,37;30,95;10,08;176;1,48
55103100;Pancakes, chocolate;4404;Pancakes, waffles, French toast;341;7,68;41,18;15,94;209;1,68
55105200;Pancakes, whole grain;4404;Pancakes, waffles, French toast;273;7,86;32,9;12,29;138;3,15
55105205;Pancakes, whole grain, reduced fat;4404;Pancakes, waffles, French toast;256;8,04;33,65;9,89;141;3,22
55106000;Pancakes, gluten free;4404;Pancakes, waffles, French toast;215;3,31;40,32;4,55;39;0,7
55200010;Waffle, NFS;4404;Pancakes, waffles, French toast;309;7,42;48,39;9,49;299;6,59
55200020;Waffle, plain, frozen;4404;Pancakes, waffles, French toast;309;7,42;48,39;9,49;299;6,59
55200030;Waffle, plain, reduced fat;4404;Pancakes, waffles, French toast;292;9,72;46,75;7,35;106;3,31
55200040;Waffle, fruit, frozen;4404;Pancakes, waffles, French toast;296;7,07;46,58;9,05;284;6,27
55200050;Waffle, chocolate, frozen;4404;Pancakes, waffles, French toast;320;7,43;48,94;10,5;294;6,38
55200060;Waffle, whole grain, frozen;4404;Pancakes, waffles, French toast;289;6,78;46,7;8,39;136;6,12
55200070;Waffle, whole grain, reduced fat;4404;Pancakes, waffles, French toast;257;7,14;49,16;3,57;143;6,43
55200080;Waffle, whole grain, fruit, frozen;4404;Pancakes, waffles, French toast;278;6,48;45,06;8,02;130;5,83
55200100;Waffle, plain, fast food / restaurant;4404;Pancakes, waffles, French toast;428;8,16;38,92;26,36;227;1,62
55200110;Waffle, chocolate, fast food / restaurant;4404;Pancakes, waffles, French toast;480;8,59;46,1;28,86;234;1,89
55200120;Waffle, fruit, fast food / restaurant;4404;Pancakes, waffles, French toast;354;6,6;34,47;21,09;182;1,34
55200130;Waffle, whole grain, fast food / restaurant;4404;Pancakes, waffles, French toast;421;8,64;36,15;26,94;151;3,49
55200200;Waffle, school;4404;Pancakes, waffles, French toast;257;7,14;49,16;3,57;143;6,43
55201000;Waffle, plain;4404;Pancakes, waffles, French toast;373;8,7;41,5;18,82;242;1,72
55203000;Waffle, fruit;4404;Pancakes, waffles, French toast;307;6,94;36,25;14,92;192;1,4
55203600;Waffle, chocolate;4404;Pancakes, waffles, French toast;437;9,07;48,64;22,7;247;1,99
55203700;Waffle, cinnamon;4404;Pancakes, waffles, French toast;373;8,7;41,67;18,78;245;1,74
55205000;Waffle, whole grain;4404;Pancakes, waffles, French toast;364;9,23;38,61;19,21;162;3,71
55208000;Waffle, gluten free;4404;Pancakes, waffles, French toast;263;2,72;43,05;8,84;40;0,63
55300010;French toast, NFS;4404;Pancakes, waffles, French toast;273;10,36;32,34;11,38;143;2,39
55300020;French toast, frozen;4404;Pancakes, waffles, French toast;183;7,24;29,89;3,82;139;1,86
55300050;French toast, fast food / restaurant;4404;Pancakes, waffles, French toast;310;9,84;35,71;14,3;152;2,49
55300060;French toast, school;4404;Pancakes, waffles, French toast;162;9,15;22,65;3,8;121;1,56
55301000;French toast, plain;4404;Pancakes, waffles, French toast;273;10,36;32,34;11,38;143;2,39
55301015;French toast, whole grain;4404;Pancakes, waffles, French toast;271;11,34;30,44;11,57;118;2,28
55301025;French toast, gluten free;4404;Pancakes, waffles, French toast;264;7,79;30,62;12,21;106;2,02
55301031;French toast sticks;4404;Pancakes, waffles, French toast;278;7,52;40,62;9,18;104;2,29
55301040;French toast sticks, fast food / restaurant;4404;Pancakes, waffles, French toast;400;7,06;48,48;20,87;62;2,26
55301048;French toast sticks, school;4404;Pancakes, waffles, French toast;162;9,15;22,65;3,8;121;1,56
